ProteinName	FullName	PDBs	SsLens	SeqLen	SsCount	SsAvgLen	SsLenSum	DomainCount
NFCP_HETCR	GFP-like non-fluorescent chromoprotein	6dej	13,12,11,3,3,4,9,11,11,8,12,15,3,14,11	227	15	9,33333333333333	140	0
NHAA_ECOLI	Na(+)/H(+) antiporter NhaA	1zcd/3fi1/4atv/4au5	18,3,7,6,6,26,10,4,3,4,4,9,3,3,22,19,13,14,3,15,9,3,4,5,3,4,4,11,13,3	388	30	8,36666666666667	251	0
NHEJ1_HUMAN	Non-homologous end-joining factor 1	2qm4/3q4f/3rwr/3sr2/3w03/6erg	9,4,12,7,6,11,17,7,10,11,7,34,11,4,6,14	299	16	10,625	170	0
NHG1_PSEPU	Salicylate hydroxylase	6bz5	6,10,6,3,9,7,7,6,5,10,6,5,9,8,13,10,4,5,8,9,4,7,8,7,3,3,4,3,16,11,18,10,4,12	434	34	7,52941176470588	256	0
NIFD_CLOPA	Nitrogenase molybdenum-iron protein alpha chain	1mio/4wes/4wn9/5vpw/5vq3	6,8,3,5,5,5,8,5,4,3,5,6,15,7,4,12,4,4,15,7,12,7,5,7,15,3,15,29,9,4,6,9,5,6,9,4,3,11,5,9,4,3,16,4,7	534	45	7,51111111111111	338	0
NIFD_KLEPN	Nitrogenase molybdenum-iron protein alpha chain	1h1l/1qgu/1qh1/1qh8	14,7,3,3,3,5,5,9,5,6,14,7,4,12,4,4,15,7,9,7,6,3,6,15,3,13,29,9,4,6,9,7,3,5,11,5,9,6,3,16,4	483	41	7,68292682926829	315	0
NOB1_PYRHO	Endoribonuclease Nob1	2lcq	6,3,4,11,4,14,13,9,6,4,3,4	161	12	6,75	81	1
NPC2_HUMAN	NPC intracellular cholesterol transporter 2	5kwy	3,12,4,13,8,4,3,3,11,9,14	151	11	7,63636363636364	84	0
NU4LM_MOUSE	NADH-ubiquinone oxidoreductase chain 4L	6g2j/6zr2/6ztq/7b93	19,25,3,28,3	98	5	15,6	78	0
O166_CONAA	Delta-conotoxin Am2766	1yz2	3,3	26	2	3	6	0
OBP_BOVIN	Odorant-binding protein	1g85/1gt1/1gt3/1gt4/1gt5/1hn2/1obp/1pbo	3,9,3,8,10,11,16,11,9,13,3,3,6	159	13	8,07692307692308	105	0
OCEF1_LEPLB	Ocellatin-F1	5u9s/5u9y/5ua8	22	25	1	22	22	0
ODHI_CORGL	Oxoglutarate dehydrogenase inhibitor	2kb3/2kb4/4qcj	7,4,3,8,4,9,3,3,8,5,3,4,4,7	143	14	5,14285714285714	72	1
ODH_PSEAE	Pseudopaline synthase	6pbm/6pbn/6pbp/6pbt	6,13,6,11,5,6,3,5,3,5,3,7,3,4,8,7,7,7,9,10,4,5,10,7,3,3,20,8,5,3,14,18,21,3,3,12	433	36	7,41666666666667	267	0
ODH_STAAM	Staphylopine synthase	6gmz/6h31/6h3d/6h3f	5,13,5,3,13,7,6,3,6,3,5,3,5,6,6,9,7,5,7,9,12,7,5,9,8,5,20,7,5,3,14,4,19,20,3,3,13	433	37	7,64864864864865	283	0
OGT_MYCTU	Methylated-DNA--protein-cysteine methyltransferase	4bhb/4bhc/4wxc/4wxd	5,6,6,5,3,11,10,7,9,3,13,4	165	12	6,83333333333333	82	0
OGT_SACS2	Methylated-DNA--protein-cysteine methyltransferase	4zyd/4zye/4zyg/4zyh/5llq/6ga0	7,7,7,3,4,11,10,8,9,3,3,3,4,10	151	14	6,35714285714286	89	0
OMPA_ECOLI	Outer membrane protein A	1bxw/1g90/2ge4/2mqe/6itc	17,4,11,3,3,4,13,12,36,3,20,10,9,6,4,5,15,7,20,7,4,7,8	346	23	9,91304347826087	228	1
OPPA_ECOLI	Periplasmic oligopeptide-binding protein	3tcf/3tcg/3tch	5,10,4,12,6,12,7,5,3,7,8,6,3,7,3,9,6,3,6,9,10,3,14,10,6,4,4,14,3,8,18,7,10,8,4,4,3,10,3,17,13,3,3,3	543	44	7,11363636363636	313	0
OPPA_SALTY	Periplasmic oligopeptide-binding protein	1b05/1b0h/1b1h/1b2h/1b32/1b3f/1b3g/1b3h/1b3l/1b40/1b46/1b4h/1b4z/1b51/1b58/1b5h/1b5i/1b5j/1b6h/1b7h/1b9j/1jet/1jeu/1jev/1ola/1olc/1qka/1qkb/1rkm/2olb/2rkm	5,10,4,12,6,12,3,4,5,3,7,8,4,3,7,3,9,6,3,5,9,7,3,14,10,6,4,4,14,3,8,18,7,10,8,4,4,3,9,3,17,13,3,3,3	543	45	6,8	306	0
OXLA_VIPAA	L-amino-acid oxidase	3kve	4,10,5,12,5,6,4,6,9,4,5,4,6,4,3,8,7,7,3,7,10,3,11,4,9,4,4,7,6,3,10,4,5,9,10,5,8,3,8,8,16,7,8,3,5,10,3,3,5,18	484	50	6,56	328	0
PA1_VESBA	Phospholipase A1	4qnn	3,6,4,3,7,11,9,30,3,6,15,8,3,9,4,11,17,6,3,4	300	20	8,1	162	0
PA2H1_BOTMO	Basic phospholipase A2 homolog 1	3t0r/6ce2	12,5,4,14,4,4,19,3,3,4	121	10	7,2	72	0
PANC_STAA8	Pantothenate synthetase	3ag6	3,13,6,11,8,3,11,4,4,6,3,4,16,6,3,13,5,5,6,14,15,10,8,8	283	24	7,70833333333333	185	0
PARS_SPHYB	Prs ADP-ribosylating antitoxin	6d0h/6d0i	15,9,3,4,16	159	5	9,4	47	0
PART_SPHYB	Prs ADP-ribosylating toxin	6d0h/6d0i	9,3,6,6,8,9,4,13,6,3,6,3,7	161	13	6,38461538461539	83	0
PCBER_PINTA	Phenylcoumaran benzylic ether reductase PT1	1qyc	5,10,4,11,3,9,5,3,3,10,4,18,5,4,7,5,9,3,4,3,3,11,5,9,12,3,4,6	308	28	6,35714285714286	178	0
PCXA_PSEPU	Protocatechuate 3,4-dioxygenase alpha chain	1ykk/1ykl/1ykm/1ykn/1yko/1ykp/2pcd/3lkt/3lmx/3lxv/3mfl/3mi1/3mi5/3mv4/3mv6/3pca/3pcb/3pcc/3pcd/3pce/3pcf/3pcg/3pch/3pci/3pcj/3pck/3pcl/3pcm/3pcn/3t63/3t67/4who/4whp/4whq/4whr/4whs	5,4,3,9,5,3,6,7,6,7,3,5,3,3,4,3,7,5	201	18	4,88888888888889	88	0
PDXK_SHEEP	Pyridoxal kinase	1rft/1rfu/1ygj/1ygk/1yhj	12,10,12,3,13,5,17,4,3,3,4,3,6,3,3,8,14,5,10,3,10,15,26,3,3,5	312	26	7,80769230769231	203	0
PDXT_BACSU	Pyridoxal 5'-phosphate synthase subunit PdxT	1r9g/2nv2	5,3,9,5,6,5,10,9,4,6,4,4,7,7,5,6,7,6,3,16	196	20	6,35	127	0
PDXY_PSEAE	Pyridoxal kinase PdxY	5b6a	12,10,12,3,3,11,3,4,17,4,9,3,8,11,3,7,7,7,14,22,5	288	21	8,33333333333333	175	0
PEPD_HUMAN	Xaa-Pro dipeptidase	2iw2/2okn/5m4g/5m4j/5m4l/5m4q/5mc1/6h2p/6qsb/6qsc/6sre	15,5,3,7,3,5,5,4,8,5,3,8,4,3,10,24,16,4,4,5,10,10,20,18,6,4,5,3,4,3,9,4,5,3,6,6,9	493	37	7,18918918918919	266	0
PEPV_LACDL	Beta-Ala-Xaa dipeptidase	1lfw	6,12,3,3,16,5,6,9,4,4,17,10,9,16,9,9,8,15,7,7,3,9,12,10,9,12,4,14,6,4,3,19	470	32	8,75	280	0
PEPX_LACHE	Xaa-Pro dipeptidyl-peptidase	6nff	10,3,12,7,3,3,6,11,7,12,3,7,5,3,8,3,8,5,7,3,3,7,5,14,4,7,11,8,4,7,4,22,4,7,8,3,10,3,7,3,14,3,5,5,3,8,4,6,6,10,4,5,18,12,14,6,12,3,3,6,5,8,17	793	63	7,04761904761905	444	0
PEPX_LACLC	Xaa-Pro dipeptidyl-peptidase	1lns	10,10,3,3,3,6,11,7,13,3,7,3,8,3,8,7,7,3,7,5,14,4,10,10,8,5,6,8,4,22,4,7,8,9,7,3,13,5,3,5,6,4,6,9,9,6,5,11,15,8,4,5,15,3,6,5,8,5,3,6	763	60	7,01666666666667	421	0
PETM_MASLA	Cytochrome b6-f complex subunit 7	1vf5/2d2c/2e74/2e75/2e76/4h0l/4h13/4i7z/4pv1	27	35	1	27	27	0
PETM_NOSS1	Cytochrome b6-f complex subunit 7	2zt9/4h44/4ogq	28	34	1	28	28	0
PFKA_BACSU	ATP-dependent 6-phosphofructokinase	4a3s	9,14,5,5,4,4,4,13,6,10,7,22,6,10,5,12,6,12,5,5,18,7,6,4,3,11	319	26	8,19230769230769	213	0
PFP_BORBU	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase	1kzh/2f48	6,4,3,5,7,6,9,15,5,4,4,7,13,8,16,8,22,6,10,3,6,17,6,3,16,4,11,8,12,17,7,4,19,7,3,6,4,6,6,15,3,4,6	555	43	8,16279069767442	351	0
PH4H_CHRVO	Phenylalanine-4-hydroxylase	1ltu/1ltv/3tcy/3tk2/3tk4/4esm/4etl/4q3w	5,3,17,9,3,12,8,9,5,3,3,8,4,12,6,10,4,4,4,7,7,5,3,7,7,8	297	26	6,65384615384615	173	0
PHEA_AGACH	R-phycoerythrin alpha chain	1eyx	10,42,4,5,24,6,7,14,15	164	9	14,1111111111111	127	0
PHEA_GRIMO	R-phycoerythrin alpha chain	1b8d	11,42,4,24,6,7,14,16	164	8	15,5	124	0
PHEA_MASLA	Phycoerythrocyanin alpha chain	2c7j/2c7k/2c7l/2j96	12,4,32,3,4,24,6,4,13,17	162	10	11,9	119	0
PK23_MEIRD	AMP/ADP-polyphosphate phosphotransferase	5maq/5o6k/5o6m	3,3,3,3,25,9,8,3,5,4,4,6,5,4,4,14,9,12,3,7,15,3,5,18	267	24	7,29166666666667	175	0
PLS1_PITHY	Phylloseptin-H1	2jq0	14	19	1	14	14	0
PMOA_METCA	Particulate methane monooxygenase beta subunit	1yew/3rgb	31,3,3,10,14,19,5,4,12,24,4,4,4,8,24	247	15	11,2666666666667	169	0
PP13_HUMAN	Galactoside-binding soluble lectin 13	5xg7/5xg8/5y03/6a62/6a63/6a64/6a65/6a66/6kjw/6kjx/6kjy	6,8,3,11,8,8,4,7,8,7,3,15	139	12	7,33333333333333	88	1
PPCE_PIG	Prolyl endopeptidase	1e5t/1e8m/1e8n/1h2w/1h2x/1h2y/1h2z/1o6f/1o6g/1qfm/1qfs/1uoo/1uop/1uoq/1vz2/1vz3/2xdw/3eq7/3eq8/3eq9/4amy/4amz/4an0/4an1/4bcb/4bcc/4bcd	4,4,4,3,20,13,3,7,7,4,4,3,8,10,7,10,3,8,3,6,3,4,6,7,4,6,3,5,4,4,7,6,6,3,4,8,8,8,5,8,8,3,6,3,5,3,3,9,3,9,4,10,5,6,4,16,3,6,12,3,7,3,4,4,10,3,4,7,3,13,3,8,19	710	73	6,15068493150685	449	0
PPIH_HUMAN	Peptidyl-prolyl cis-trans isomerase H	1mzw/1qoi	8,10,12,3,4,3,4,6,3,7,8,3,3,8	177	14	5,85714285714286	82	1
PPNP_ACIAD	Pyrimidine/purine nucleoside phosphorylase	3hqx	3,7,7,4,14,4,4,5,7	108	9	6,11111111111111	55	0
PRO1A_ACACA	Profilin-1A	1prq/2prf	6,3,7,4,10,4,3,8,8,7,9,17	126	12	7,16666666666667	86	0
PRP19_HUMAN	Pre-mRNA-processing factor 19	4lg8/5mqf	5,3,3,10,3,4,3,5,57,4,6,3,7,9,5,6,4,7,5,6,6,8,7,6,6,8,5,6,6,8,7,7,6,15,6,3,6,3,5,5	504	40	7,1	284	1
PRVT_CHICK	Parvalbumin, thymic	2kqy/3fs7	3,10,3,8,3,11,3,4,5,3,11,4,8	109	13	5,84615384615385	76	2
PRVU_CHICK	Parvalbumin, thymic CPV3	2kyc/2kyf	3,8,4,3,4,3,5,3,4,3,4,4,7	109	13	4,23076923076923	55	2
PSA5_YEAST	Proteasome subunit alpha type-5	1fnt/1g0u/1g65/1jd2/1ryp/1z7q/2f16/2fak/2gpl/2zcy/3bdm/3d29/3dy3/3dy4/3e47/3gpj/3gpt/3gpw/3hye/3jco/3jcp/3mg0/3mg4/3mg6/3mg7/3mg8/3nzj/3nzw/3nzx/3oeu/3oev/3okj/3sdi/3sdk/3shj/3tdd/3un4/3un8/3wxr/4cr2/4cr3/4cr4/4eu2/4fzc/4fzg/4g4s/4gk7/4hnp/4hrc/4hrd/4inr/4int/4inu/4j70/4jsq/4jsu/4jt0/4lqi/4ltc/4nnn/4nnw/4no1/4no6/4no8/4no9/4q1s/4qby/4qlq/4qls/4qlt/4qlu/4qlv/4qux/4quy/4qv0/4qv1/4qv3/4qv4/4qv5/4qv6/4qv7/4qv8/4qv9/4qvl/4qvm/4qvn/4qvp/4qvq/4qvv/4qvw/4qvy/4qw0/4qw1/4qw3/4qw4/4qw5/4qw6/4qw7/4qwf/4qwg/4qwi/4qwj/4qwk/4qwl/4qwr/4qws/4qwu/4qwx/4qxj/4qz0/4qz1/4qz2/4qz3/4qz4/4qz5/4qz6/4qz7/4qzw/4qzx/4qzz/4r00/4r02/4r17/4r18/4rur/4x6z/4y69/4y6a/4y6v/4y6z/4y70/4y74/4y75/4y77/4y78/4y7w/4y7x/4y7y/4y80/4y81/4y82/4y84/4y8g/4y8h/4y8i/4y8j/4y8k/4y8l/4y8m/4y8n/4y8o/4y8p/4y8q/4y8r/4y8s/4y8t/4y8u/4y9y/4y9z/4ya0/4ya1/4ya2/4ya3/4ya4/4ya5/4ya7/4ya9/4z1l/5a5b/5ahj/5bou/5bxl/5bxn/5cgf/5cgg/5cgh/5cgi/5cz4/5cz5/5cz6/5cz7/5cz8/5cz9/5cza/5d0s/5d0t/5d0v/5d0w/5d0x/5d0z/5dki/5dkj/5fg7/5fg9/5fga/5fgd/5fge/5fgf/5fgg/5fgh/5fgi/5fhs/5jhr/5jhs/5l52/5l54/5l55/5l5a/5l5b/5l5d/5l5e/5l5f/5l5h/5l5i/5l5j/5l5o/5l5p/5l5q/5l5r/5l5s/5l5t/5l5u/5l5v/5l5w/5l5x/5l5y/5l5z/5l60/5l61/5l62/5l63/5l64/5l65/5l66/5l67/5l68/5l69/5l6a/5l6b/5l6c/5lai/5laj/5ltt/5m2b/5mp9/5mpa/5mpb/5mpc/5nif/5wvi/5wvk/6ef0/6ef1/6ef2/6ef3/6fvt/6fvu/6fvv/6fvw/6fvx/6fvy/6g7f/6g8m/6g8n/6gop/6h39/6hv3/6hv4/6hv5/6hv7/6hva/6hvr/6hvs/6hvt/6hvu/6hvv/6hvw/6hvx/6hvy/6hw0/6hw3/6hw4/6hw5/6hw6/6hw7/6hw8/6hw9/6hwa/6hwb/6hwc/6hwd/6hwe/6hwf/6j2c/6j2n/6j2q/6j2x/6j30/6zou/6zp6/6zp8/7ls5/7ls6/7lsx	3,10,5,6,5,3,5,8,3,19,9,3,3,3,10,7,10,11,15,3,8,4,15	260	23	7,30434782608696	168	0
PSAI_NOSS1	Photosystem I reaction center subunit VIII	6k61/6tcl	3,9,14	46	3	8,66666666666667	26	0
PSAX_NOSS1	Photosystem I 4.8 kDa protein	6k61/6tcl	21	44	1	21	21	0
PSA_ARCFU	Proteasome subunit alpha	1j2p/1j2q/6he5/6he7/6he8/6he9/6hea/6hec/6hed	3,11,6,7,3,4,10,21,3,14,3,17,10,11,16,3,7,18	246	18	9,27777777777778	167	0
PSBE_SPIOL	Cytochrome b559 subunit alpha	3jcu	6,23,6,4,3,10	83	6	8,66666666666667	52	0
PSBF_SPIOL	Cytochrome b559 subunit beta	3jcu	24	39	1	24	24	0
PSBI_SPIOL	Photosystem II reaction center protein I	3jcu	23,3	36	2	13	26	0
PSBI_THEEB	Photosystem II reaction center protein I	1s5l/2axt/3kzi/4fby/4ixq/4ixr/4pbu/4pj0/4rvy/4tnh/4tni/4tnj/4tnk/5e79/5e7c/5h2f/5kaf/5kai/5mx2/5tis/5zzn/6dhe/6dhf/6dhg/6dhh/6dho/6dhp/6w1o/6w1p/6w1q/6w1r/6w1t/6w1u/6w1v/7nho/7nhp/7nhq	23,3,4	38	3	10	30	0
PSBQ_CHLRE	Oxygen-evolving enhancer protein 3, chloroplastic	6kac	4,4,6,15,4,3,7,24,19	199	9	9,55555555555556	86	0
PSBQ_SPIOL	Oxygen-evolving enhancer protein 3, chloroplastic	1nze/2mwq/3jcu	3,4,3,16,5,25,26,22	232	8	13	104	0
PSBT_THEEB	Photosystem II reaction center protein T	1s5l/2axt/3kzi/4fby/4ixq/4ixr/4pbu/4pj0/4rvy/4tnh/4tni/4tnj/4tnk/5e79/5e7c/5h2f/5kaf/5kai/5mx2/5tis/5zzn/6dhe/6dhf/6dhg/6dhh/6dho/6dhp/6w1o/6w1p/6w1q/6w1r/6w1t/6w1u/6w1v/7nho/7nhp/7nhq	21	32	1	21	21	0
PSEG_CAMJE	UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase	3hbn	4,10,7,3,3,3,11,5,11,5,5,4,5,3,6,6,3,8,5,9,8,6,9,8,4,3,9,3	274	28	5,92857142857143	166	0
PSEH_HELPY	UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine N-acetyltransferase	4ri1	3,5,3,12,4,4,11,7,12,8,13,8,9,12,11,9	180	16	8,1875	131	1
PSIB1_ECOLI	Protein PsiB	3nct	5,10,13,5,3,9,7,4,9,3,10,16,12	144	13	8,15384615384615	106	0
PSMA3_STAA8	Phenol-soluble modulin alpha 3 peptide	5i55/5kgy/6gq2/6gq5/6gqc	17	22	1	17	17	0
PSMG3_HUMAN	Proteasome assembly chaperone 3	2z5e/6jpt	11,9,10,8,4,9,17,7,13	122	9	9,77777777777778	88	0
PSN1_HUMAN	Presenilin-1	2kr6/5a63/5fn2/5fn3/5fn4/5fn5/6idf/6iyc/6lqg/6lr4/7c9i/7d8x	29,3,3,4,31,17,12,20,21,20,4,9,3,6,7,5,13,5,16,4,24,4,12,11	467	24	11,7916666666667	283	0
PSUG_ECOLI	Pseudouridine-5'-phosphate glycosidase	4gik/4gil/4gim	3,8,4,4,15,8,5,10,3,4,6,3,10,3,4,8,4,10,5,3,4,13,4,3,18,3,12,27	312	28	7,28571428571429	204	0
PTAS_BACSU	Phosphate acetyltransferase	1td9/1xco	11,5,12,8,9,3,11,7,10,5,10,8,6,3,16,4,3,16,5,5,7,3,4,13,12,3,15	323	27	7,92592592592593	214	0
PTHP_STACA	Phosphocarrier protein HPr	1qr5/1txe	8,14,6,4,3,5,13,13,4	88	9	7,77777777777778	70	1
PTQB_ECOLI	PTS system N,N'-diacetylchitobiose-specific EIIB component	1e2b/1h9c/1iib/2wwv/2wy2	8,17,7,3,5,5,6,7,4,3,5,16	106	12	7,16666666666667	86	1
PUP_MYCTU	Prokaryotic ubiquitin-like protein Pup	3m91/3m9d	27	64	1	27	27	0
PUR3_MYCTU	Phosphoribosylglycinamide formyltransferase	3da8/3dcj	3,11,9,11,8,3,3,3,13,7,7,7,8,9,4,8,26,4,4	215	19	7,78947368421053	148	0
PUR8_ECOLI	Adenylosuccinate lyase	2ptq	3,5,21,12,14,13,4,5,19,18,6,7,21,6,11,3,29,4,23,5,3,21,3,8,4,10,7,9,3,8,3,7	456	32	9,84375	315	0
PYDC1_HUMAN	Pyrin domain-containing protein 1	4qob	10,11,5,12,14,10	89	6	10,3333333333333	62	1
PYRC_ECOLC	Dihydroorotase	3mjm	5,4,12,5,14,7,9,7,3,10,3,3,8,7,3,8,5,5,5,3,12,3,4,11,3,6,6,6,5,3	348	30	6,16666666666667	185	0
QDOI_BACSU	Quercetin 2,3-dioxygenase	1y3t/2h0v	3,3,6,7,4,10,6,8,5,5,4,5,8,6,3,3,3,3,6,7,3,7,9,5,5,4,5,13,6,3,3,6,3	337	33	5,36363636363636	177	0
QDO_PSEPU	1H-3-hydroxy-4-oxoquinoline 2,4-dioxygenase	3ibt	5,3,5,4,5,6,14,7,11,6,9,13,9,3,18,6,6,13,5,3,4,11	264	22	7,54545454545455	166	0
QGDA_PSEPU	Quinohemoprotein alcohol dehydrogenase ADH-IIG	1yiq	5,3,3,8,3,5,3,5,5,6,3,5,7,6,3,4,6,8,7,4,4,5,4,5,6,8,8,8,7,8,7,4,4,3,5,7,4,4,8,8,11,4,5,7,6,5,8,4,4,3,7,14,4,3,3,5,5,3,20,3	718	60	5,66666666666667	340	1
QHED_PSEPU	Quinohemoprotein alcohol dehydrogenase ADH IIB	1kv9	6,3,8,3,6,3,6,5,6,4,5,7,6,3,4,6,8,7,4,4,5,4,4,5,8,8,8,7,8,5,3,3,5,3,8,3,3,3,3,8,11,4,5,7,6,5,8,5,4,7,14,4,3,3,3,5,7,3,21	690	59	5,64406779661017	333	1
RAN_HUMAN	GTP-binding nuclear protein Ran	1ibr/1k5d/1k5g/1rrp/2mmc/2mmg/2n1b/3ea5/3gj0/3gj3/3gj4/3gj5/3gj6/3gj7/3gj8/3zjy/4gpt/4hat/4hb4/4ol0/4wvf/5ciq/5cit/5ciw/5cj2/5cll/5clq/5di9/5dif/5uwi/5uwp/5uwt/5uwu/5yro/5yst/5ysu/5ytb/6a38/6a3a/6a3b/6a3c/6a3e/6kft/6lq9/6m60/6m6x/6x2m/6x2o/6xjp/6xjs/6xjt/6xju/7cnd	8,5,5,5,3,10,10,3,3,4,7,3,5,11,3,6,3,3,5,4,11,3,15,5	216	24	5,83333333333333	140	0
RBL_ARATH	Ribulose bisphosphate carboxylase large chain	5iu0	4,9,11,5,4,7,7,3,9,3,10,4,3,8,3,4,12,4,3,19,5,14,6,4,14,5,5,3,11,4,5,12,3,3,7,3,8,6,4,20,12,10	479	42	7,04761904761905	296	0
RBS2_CHLRE	Ribulose bisphosphate carboxylase small subunit, chloroplastic 2	1ir2/1uzh/7jfo/7jsx	13,7,3,5,4,14,9,9,3	185	9	7,44444444444444	67	0
RBS2_SPIOL	Ribulose bisphosphate carboxylase small subunit, chloroplastic 2	1ir1/1upp/1uzd	13,9,4,14,9,9	180	6	9,66666666666667	58	0
RBSD_BACSU	D-ribose pyranase	1ogc/1ogd/1oge/1ogf	9,5,5,11,7,5,10,8,7,3,5,5	131	12	6,66666666666667	80	0
RCAN1_HUMAN	Calcipressin-1	6uuq	5	252	1	5	5	0
RCOR3_HUMAN	REST corepressor 3	4czz	8,4,33,3,14,8,10,9	495	8	11,125	89	3
RCP1_SYNY3	Response regulator Rcp1	1i3c/1jlk	6,12,6,8,3,5,3,10,6,9,5,15	147	12	7,33333333333333	88	1
RCRO_BP434	Regulatory protein cro	1zug/2cro	11,8,8,7,6	71	5	8	40	1
RCRO_BPP22	Regulatory protein cro	1rzs	8,8,6,10	61	4	8	32	0
RCRO_LAMBD	Regulatory protein cro	1d1l/1d1m/1orc/2a63/2ecs/2orc/2ovg/3orc/4cro/5cro/6cro	4,8,8,10,6,6,3	66	7	6,42857142857143	45	0
RECO_ECOLI	DNA repair protein RecO	3q8d	11,3,7,7,4,6,13,16,15,15,3,5,4,3,9,15,3,7	242	18	8,11111111111111	146	0
RELJ_MYCTU	Antitoxin RelJ	3cto/3d55/3oei	3,6,11,4,5,13,11,9	91	8	7,75	62	0
RELK_MYCTU	Toxin RelK	3oei	4,13,16,3,8,6,10	85	7	8,57142857142857	60	0
REX_STRA3	Redox-sensing transcriptional repressor Rex	3ket	4,13,8,9,5,5,11,6,6,3,10,4,3,4,3,4,3,11,4,3,5,15	212	22	6,31818181818182	139	0
RFAB_SALTY	Lipopolysaccharide 1,6-galactosyltransferase	5n7z/5n80/6y6g/6y6i	6,3,14,3,6,3,3,4,18,7,14,4,3,6,8,9,3,3,7,9,6,10,3,3,8,5,8,4,3,4,5,13,3,11,13	359	35	6,62857142857143	232	0
RFAG_ECOLI	Lipopolysaccharide core biosynthesis protein RfaG	2iv7/2iw1/2n58	4,3,15,8,4,18,7,4,8,4,14,5,11,3,3,3,3,8,6,9,5,9,9,3,5,7,5,9,4,6,4,13,17,10	374	34	7,23529411764706	246	0
RGS8_HUMAN	Regulator of G-protein signaling 8	2ihd/2ode/5do9	6,5,13,12,15,10,13,6,4	180	9	9,33333333333333	84	1
RHAM_ECOLI	L-rhamnose mutarotase	1x8d	8,6,9,9,9,6,3,10,3,6	104	10	6,9	69	0
RIFK_THEAC	Riboflavin kinase	5trd	13,3,5,8,13,7,6,17,8,5,11,5,3,9,3,8,10,6,4,6	220	20	7,5	150	0
RKD2_PYRCJ	Arcadin-2	5ly3	6	203	1	6	6	0
RL10_HUMAN	60S ribosomal protein L10	6ole/6olf/6olg/6oli/6olz/6om0/6om7/6w6l	7,4,19,6,4,8,3,11,3,3,7	214	11	6,81818181818182	75	0
RL10_YEAST	60S ribosomal protein L10	4v8t/4zox/5apn/5apo/5mc6/6gq1/6gqb/6gqv/6i7o/6oig/6q8y/6snt/6sv4/6tb3/6tnu/6woo/7b7d	6	221	1	6	6	0
RL11_THEMA	50S ribosomal protein L11	1jqm/1jqs/1jqt/1mms/1oln/1r2w/1r2x/2bcw/2jq7/2k3f	6,4,11,10,3,5,9,4,11,3,12,4	141	12	6,83333333333333	82	0
RL11_THET8	50S ribosomal protein L11	3egv/5d8b/5zlu	10,6,11,9,5,4	147	6	7,5	45	0
RL13_HALMA	50S ribosomal protein L13	1ffk/1jj2/1kqs/1qvf/1qvg/1s72/1vq4/1vq5/1vq6/1vq7/1vq8/1vq9/1vqk/1vql/1vqm/1vqn/1vqo/1vqp/1w2b/1yhq/1yi2/1yij/1yit/1yj9/1yjn/1yjw/2otj/2otl/2qa4/2qex/3cc2/3cc4/3cc7/3cce/3ccj/3ccl/3ccm/3ccq/3ccr/3ccs/3ccu/3ccv/3cd6/3cma/3cme/3cpw/3cxc/3g4s/3g6e/3g71/3i55/3i56/3ow2/4v9f	5,13,4,3,4,13,10,8,3,3,4,8	145	12	6,5	78	0
RL16A_YEAST	60S ribosomal protein L16-A	3jct/4v7f/4v8t/5apn/5apo/5fl8/5h4p/5jcs/5mc6/6ft6/6gq1/6gqb/6gqv/6i7o/6m62/6n8j/6n8k/6n8l/6oig/6q8y/6snt/6sv4/6tb3/6tnu/6woo/6xiq/6xir/6ylg/6ylh/6yly/7b7d/7bt6/7btb	3,13,3,3,13,3,10,4,3,4,6,36,7	199	13	8,30769230769231	108	0
RL22_ECOLI	50S ribosomal protein L22	5kpv/5kpw/5kpx/5nwy/6ot3/6ouo/6vwl/6vwm/6vwn/6wnt/6wnv/6wnw	10,11,9,19,3,9,6,3,6,8	110	10	8,4	84	0
RL24_DICDI	60S ribosomal protein L24	5an9/5anb/5anc/6qkl	3,3,9,6	127	4	5,25	21	0
RL28_THEMA	50S ribosomal protein L28	2jz6	3,8,8,6	70	4	6,25	25	0
RL28_THET8	50S ribosomal protein L28	5d8b/5ot7	11,14,5,4,5,3,9,3,6	98	9	6,66666666666667	60	0
RL29_STAA8	50S ribosomal protein L29	4wce/4wf9/4wfb/5hkv/5hl7/5nrg/6ddd/6ddg/6wqn/6wqq/6wrs/6wru	21,23	69	2	22	44	0
RL5_THET8	50S ribosomal protein L5	5d8b/5ot7/5zlu	7,9,7,10,3,5,16,3,13,7,8,10	182	12	8,16666666666667	98	0
RL7A_YEAST	60S ribosomal protein L7-A	3jct/4v7f/4v8t/5apn/5apo/5fl8/5h4p/5jcs/5mc6/6ft6/6gq1/6gqb/6gqv/6i7o/6m62/6n8j/6n8k/6n8l/6oig/6q8y/6snt/6sv4/6tb3/6tnu/6woo/6xiq/6xir/6ylg/6ylh/6yly/7b7d/7bt6/7btb	61,6,3,9,6,9,3,4,10,10,8,3,9,7,3,3,3,6,8	244	19	9	171	0
RL9_THET8	50S ribosomal protein L9	5d8b/5ot7	6,3,3,6,4,4,17,13,4,11,4,3,3,4	148	14	6,07142857142857	85	0
