ProteinName	FullName	PDBs	SsLens	SeqLen	SsCount	SsAvgLen	SsLenSum	DomainCount
FMNB_DESVM	FMN-binding protein	1axj/1flm/1wli/1wlk/2e83/3a20/3a6q/3a6r/3amf/3awh/3vy2/3vy5/3vya	6,7,10,3,3,8,9,12,20,4,3,13	122	12	8,16666666666667	98	0
FRDC_WOLSU	Fumarate reductase cytochrome b subunit	1e7p/1qlb/2bs2/2bs3/2bs4	9,27,4,10,3,3,21,3,14,29,3,7,26,34	256	14	13,7857142857143	193	0
FSCN1_HUMAN	Fascin	3p53/6b0t/6i10/6i11/6i12/6i13/6i14/6i15/6i16/6i17/6i18	4,4,4,7,3,4,3,5,3,4,7,3,5,3,5,3,6,3,7,7,5,3,8,3,5,7,4,3,6,5,5,4,3,5,6,4,3,5,3,5,4,4,9,3,6,5,4,9,3,5,3,5,8,6,5,4,9,7,6,5,9,3,3	493	63	4,87301587301587	307	0
G6PD_LEUME	Glucose-6-phosphate 1-dehydrogenase	1dpg/1e77/1e7m/1e7y/1h93/1h94/1h9a/1h9b/2dpg	6,5,10,11,12,3,8,5,15,5,3,10,3,5,11,3,3,4,5,6,4,9,3,12,10,4,12,7,6,5,3,7,3,11,8,3,9,9,4,9,6,11,3,19,3,3,8	486	47	6,8936170212766	324	0
GA45A_HUMAN	Growth arrest and DNA damage-inducible protein GADD45 alpha	2kg4	18,3,3,7,7,4,16,5,10,5,14	165	11	8,36363636363636	92	0
GAMT_RAT	Guanidinoacetate N-methyltransferase	1khh/1p1b/1p1c/1xcj/1xcl	4,4,5,3,11,6,8,7,11,9,4,3,6,3,8,4,9,10,8,7,3,7,9	236	23	6,47826086956522	149	1
GCSH_THEMA	Glycine cleavage system H protein	1zko/2ka7	5,7,6,7,6,9,5,6,4,4,6,6,9	124	13	6,15384615384615	80	1
GDIA_BOVIN	Rab GDP dissociation inhibitor alpha	1d5t/1gnd/1lv0	5,12,4,5,3,7,3,3,4,3,9,4,3,6,4,6,3,16,4,7,10,3,4,3,12,3,5,13,5,5,7,4,5,3,3,16,3,7,3,7,3,8,4,4,14,3,3,15	447	48	5,95833333333333	286	0
GFP_AEQVI	Green fluorescent protein	1bfp/1cv7/1emf/1gfl/1h6r/1q4c/1qxt/1qy3/1qyf/1qyo/1rm9/1yhg/1yhh/1yhi/1yj2/1yjf/2aha/2awj/2awm/2b3p/2emn/2g16/2g2s/2g3d/2g5z/2g6e/2hcg/2okw/2qu1/2qz0/2wur/2yfp/3dq1/3dq2/3dq3/3dqd/3dqh/3dqi/3dqj/3i19/3svc/3ug0/3w1c/4ar7/4h47/4kw8/4lqt/4lqu/4xow/4xvp/5b61/5dpi/5dtz/5du0/5o89/5o8b/5oxa/5t3i/5wj4/5z6y/6b7r/6itc/6kl0/6mb2/6mks/6mwq/6t39/6t90/6uhl/6uhm/6uhp/6un7/6wrf/6xzf/6yov/7a7l	4,11,12,3,8,3,4,4,3,3,6,4,9,3,11,12,3,7,7,14,16,11,5,14,4	238	25	7,24	181	0
GLB1_PHAPT	Hemoglobin-1	1b0b/1ebt/1flp/1moh	32,5,3,18,17,14,4,15,3	143	9	12,3333333333333	111	0
GLB2_LUMTE	Extracellular globin-2	1x9f/2gtl/5m3l	15,18,10,19,15,19,16	145	7	16	112	0
GLGS_ECOLI	Surface composition regulator	1rrz	18,7,19	66	3	14,6666666666667	44	0
GLMU_ACIBS	Bifunctional protein GlmU	5vmk	7,3,3,7,11,7,7,4,6,5,9,11,8,5,6,3,4,10,7,3,8,3,4,22,3,10,9,4,4,5,5,10,3,3,8,4,6	454	37	6,40540540540541	237	0
GLNB_ARATH	Nitrogen regulatory protein P-II homolog	2rd5	9,3,10,7,3,3,11,3,12,7,4,3	196	12	6,25	75	0
GLPD_ECOLI	Aerobic glycerol-3-phosphate dehydrogenase	2qcu/2r45/2r46/2r4e/2r4j	6,12,4,3,3,6,17,9,12,3,3,4,3,10,14,3,10,8,7,3,3,7,9,3,5,7,5,3,14,3,3,7,3,7,8,3,12,3,3,3,8,10,3,5,4,10,6,3,16,4	501	50	6,4	320	0
GLPK_THEKO	Glycerol kinase	6k79	7,9,8,19,3,8,4,3,18,3,11,6,4,10,3,5,4,6,3,3,7,4,7,8,17,8,10,9,6,3,3,3,24,6,4,11,5,13,3,7,5,18,4	497	43	7,48837209302326	322	0
GLRX2_ECOLI	Glutaredoxin 2	1g7o/4ksm/4kx4	4,12,4,7,3,3,3,10,11,8,3,15,6,16,4,13,14,3	215	18	7,72222222222222	139	1
GLYOX_BACSU	Glycine oxidase	1ng3/1ng4/1ryi/3if9	8,12,4,3,4,3,12,9,7,8,5,7,5,14,3,3,9,10,4,6,11,3,5,5,6,14,5,13,3,5,8,12,6	369	33	7,03030303030303	232	0
GME_ARATH	GDP-mannose 3,5-epimerase	2c54/2c59/2c5a/2c5e	5,12,8,3,3,5,8,5,4,21,8,3,3,6,4,3,3,20,7,3,11,5,3,13,3,3,10,4,7,22,5	377	31	7,09677419354839	220	0
GMFG_MOUSE	Glia maturation factor gamma	1vkk/1wfs	4,11,8,10,7,3,6,3,6,3,17,6,3,9	142	14	6,85714285714286	96	1
GMHA1_CAMJE	Phosphoheptose isomerase 1	1tk9	17,4,16,6,14,3,5,10,3,9,5,3,12,7,5,4,7,22	186	18	8,44444444444444	152	1
GMM_ECOLI	GDP-mannose mannosyl hydrolase	1rya/2gt4	10,9,6,4,3,3,13,3,14,4,11,3,10,6,3,4,3,4	159	18	6,27777777777778	113	1
GPMI_BACAN	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	2ify	5,9,5,4,10,10,13,6,14,7,4,15,7,4,12,4,10,3,4,6,4,8,5,5,7,6,3,4,6,6,13,6,6,24,5,3,5,3,9	509	39	7,17948717948718	280	0
GPX1_SCHMA	Glutathione peroxidase	2v1m/2wgr	3,4,3,4,8,3,15,3,7,12,4,9,3,4,5,4,9	169	17	5,88235294117647	100	0
GSTA_BPT4	DNA alpha-glucosyltransferase	1xv5	6,15,7,3,3,8,7,13,7,4,3,7,6,3,4,5,3,3,8,3,8,3,10,5,8,4,6,3,5,9,6,3,9,6,6,3,3,3,12,19,12	400	41	6,36585365853659	261	0
GTFA_AMYOR	dTDP-epi-vancosaminyltransferase	1pn3	8,16,5,3,6,3,3,3,16,7,14,7,3,3,25,6,5,6,3,4,15,4,4,5,5,10,4,8,5,11,8,3,16	396	33	7,39393939393939	244	0
GTFA_STRPN	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit	4pqg	7,15,6,8,3,3,4,5,7,8,9,9,21,10,8,6,4,11,5,8,6,5,3,7,14,3,3,6,3,11,5,10,6,3,5,3,8,5,5,5,17,12,3,15	503	44	7,27272727272727	320	0
GTFB_STRGN	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase stabilizing protein GtfB	5e9t/5e9u	6,12,3,4,3,4,5,9,13,7,7,7,8,3,6,11,4,7,4,8,9,10,5,6,3,7,6,4,3,6,10,5,3,7,4,5,14,9	450	38	6,5	247	0
GUAAA_METJA	GMP synthase [glutamine-hydrolyzing] subunit A	2lxn	4,10,4,3,4,3,6,4,9,4,4,4,6,4,7,3,5,6,4,10	188	20	5,2	104	1
GUN6_HUMIN	Endoglucanase-6B	1dys	15,13,3,3,15,7,3,3,3,8,10,5,7,20,6,4,3,15,4,3,13,5,4,4,3,5,3,9	348	28	7	196	0
HAD4_BURCE	(S)-2-haloacid dehalogenase 4A	2no4/2no5	4,4,4,21,15,13,10,8,10,3,5,3,11,3,6,10,5,6,3,5	231	20	7,45	149	0
HADB_CLODI	(R)-2-hydroxyisocaproyl-CoA dehydratase alpha subunit	3o3m/3o3n/3o3o	22,4,4,3,10,10,12,3,6,13,4,3,22,21,3,10,19,7,3,10,5,3,9,3,14,10,4,12,6,3,19	408	31	8,93548387096774	277	0
HARA_PYRHO	Archaeal histone A	1ku5	10,3,27,3,8	67	5	10,2	51	0
HATA_DICDI	Hisactophilin-1	1hcd/1hce	6,5,5,5,9,6,5,12,5,3,4,3,6,4	118	14	5,57142857142857	78	0
HCP_DESDA	Hydroxylamine reductase	1gn9/1gnl/1oa0/1upx	3,4,26,13,20,4,8,3,26,13,30,4,7,11,4,8,5,4,3,3,8,6,4,4,4,3,8,5,6,9,4,3,9,5,5,6,3,14,3,8,12,5,11,7	545	44	7,97727272727273	351	0
HDBP1_HUMAN	Glycosylphosphatidylinositol-anchored high density lipoprotein-binding protein 1	6ob0	3,5,3,11,13,4,10	184	7	7	49	1
HEXPP_SACS2	Hexaprenyl pyrophosphate synthase	2azj/2azk	23,8,12,4,21,6,29,20,8,14,3,24,4,4,21,3,5,11	281	18	12,2222222222222	220	0
HEXSF_BACTN	Delta 4,5-hexuronate-2-O-sulfatase	3b5q/5g2t	7,3,8,5,10,4,7,6,4,3,18,7,7,3,4,4,6,29,3,6,3,4,5,13,5,20,8,3,6,3,17,3,3,4,3,4	481	36	6,88888888888889	248	0
HIS1_THEMA	ATP phosphoribosyltransferase	1o63/1o64/1usy	5,11,4,6,6,3,6,6,6,15,6,10,5,4,3,10,5,16,6,20	208	20	7,65	153	0
HIS8_THEMA	Histidinol-phosphate aminotransferase	1h1c/1uu0/1uu1/1uu2/2f8j	4,6,9,5,11,3,6,11,6,3,9,4,8,9,5,4,5,9,3,5,10,12,25,7,12,6,5,12	335	28	7,64285714285714	214	0
HISX_ECOLI	Histidinol dehydrogenase	1k75/1kae/1kah/1kar	4,3,7,25,3,4,10,19,6,9,6,3,13,7,9,4,10,3,4,12,3,3,6,12,7,15,8,4,11,7,4,3,6,6,3,3,4,9,17,17	434	40	7,725	309	0
HLOAD_BPT4	DNA helicase assembly protein	1c1k	3,15,6,10,14,4,3,13,18,4,7,11,8,16,3,16	217	16	9,4375	151	0
HLP1_BOAPU	Hylaseptin-P1	6wpb/6wpd	12	14	1	12	12	0
HMC1_METTE	Chromosomal protein MC1	1t23/2khl/2nbj	5,7,9,3,6,7,4,3,3,3,8	93	11	5,27272727272727	58	0
HMPD_RHILO	3-hydroxy-2-methylpyridine-4,5-dicarboxylate 4-decarboxylase	2z7b	18,5,5,3,3,5,10,5,4,4,6,4,11,6,8,22,7,15	234	18	7,83333333333333	141	0
HNL_HEVBR	(S)-hydroxynitrile lyase	1qj4/1sc9/1sci/1sck/1scq/1yas/1yb6/1yb7/2g4l/2yas/3c6x/3c6y/3c6z/3c70/3yas/4yas/5yas/6yas/7yas	5,4,7,5,3,4,8,7,12,3,9,3,9,7,7,7,10,6,3,5,3,10,5,4,14	257	25	6,4	160	1
HOA_PSEUF	4-hydroxy-2-oxovalerate aldolase	1nvm	4,5,14,4,9,9,10,7,4,10,8,14,6,14,6,10,5,3,11,10,3,9,12,11,14	345	25	8,48	212	1
HOLE_ECOLI	DNA polymerase III subunit theta	1du2/2ae9/2xy8/5m1s	4,11,3,4,6,7,3,3,3	76	9	4,88888888888889	44	0
HOP_MOUSE	Homeodomain-only protein	1uhs/2hi3	12,11,19,3	73	4	11,25	45	0
HPRT_HUMAN	Hypoxanthine-guanine phosphoribosyltransferase	1bzy/1d6n/1hmp/3ggj	3,3,3,3,6,19,7,16,3,7,3,4,3,3,13,10,3,11,3,7,3,3,4,6,6	218	25	6,08	152	0
HRCA_THEMA	Heat-inducible transcription repressor HrcA	1stz	17,7,13,3,3,14,4,16,5,3,6,11,9,12,6,4,10,5,6,10,7,7,4,3,10,14,21	338	27	8,51851851851852	230	0
HSCB_ECOLI	Co-chaperone protein HscB	1fpo	5,3,14,4,22,10,3,20,27,25	171	10	13,3	133	1
HSPB6_HUMAN	Heat shock protein beta-6	5lu2/5lum	3,3,3,6,3,6,12,14,3,4,7	160	11	5,81818181818182	64	1
HTHR_STRCO	HTH-type transcriptional repressor SCO4008	2d6y	16,8,8,19,3,14,13,20,17,8,20	192	11	13,2727272727273	146	1
HTL1_YEAST	High temperature lethal protein 1	6tda	19,8,20	78	3	15,6666666666667	47	0
HTMR_MYCTU	HTH-type transcriptional repressor Rv2887	5x80	21,3,12,3,7,13,3,4,22,14	139	10	10,2	102	1
HVM56_MOUSE	Ig heavy chain V region 914	3ab0	5,3,10,3,8,7,3,3,6,6,3,7	97	12	5,33333333333333	64	1
HVM63_MOUSE	Ig heavy chain Mem5	2adf/2aep/2aeq/3bkj/4hdi	5,3,10,3,8,6,3,3,6,3,6,3,10,3,3,5,5,4,17,4,3,3,3,11,6,3,6	237	27	5,37037037037037	145	2
HYES_HUMAN	Bifunctional epoxide hydrolase 2	1s8o/1vj5/1zd3/1zd4/1zd5/3ans/3ant/3i1y/3i28/3koo/3otq/3pdc/3wk4/3wk5/3wk6/3wk7/3wk8/3wk9/3wka/3wkb/3wkc/3wkd/3wke/4c4x/4c4y/4c4z/4hai/4j03/4jnc/4ocz/4od0/4x6x/4x6y/4y2j/4y2p/4y2q/4y2r/4y2s/4y2t/4y2u/4y2v/4y2x/4y2y/5ahx/5ai0/5ai4/5ai5/5ai6/5ai9/5aia/5aib/5aic/5ak3/5ak4/5ak5/5ake/5akg/5akh/5akj/5akx/5aky/5akz/5ald/5ale/5alf/5alg/5alh/5ali/5alk/5all/5alm/5aln/5alo/5alp/5alt/5alu/5alw/5alx/5aly/5alz/5am0/5am1/5am3/5am4/5am5/6aum/6i5e/6i5g	4,3,11,7,3,6,3,13,10,12,6,6,6,4,3,11,3,6,9,4,12,3,9,8,8,4,6,5,4,15,6,12,3,8,3,6,4,4,7,8,3,3,3,12,5,9,6,3,4,3,5,4,15	555	53	6,41509433962264	340	1
ICAM2_MOUSE	Intercellular adhesion molecule 2	1j19	4,3	277	2	3,5	7	2
IDER_MYCTU	Iron-dependent repressor IdeR	1b1b/1fx7/2isy/2isz/2it0	4,14,8,13,4,3,23,11,10,4,3,3,8,4,9,3,6,4,3,4,5	230	21	6,95238095238095	146	1
IDI_ECOLI	Isopentenyl-diphosphate Delta-isomerase	1hx3/1hzt/1i9a/1nfs/1nfz/1ow2/1ppv/1ppw/1pvf/1q54/1r67/1x83/1x84/2b2k/2g73/2g74/2vnp/2vnq	5,3,6,4,6,6,3,7,13,4,5,5,6,7,10,3,8,9	182	18	6,11111111111111	110	1
IF2B_METTH	Translation initiation factor 2 subunit beta	1nee	6,5,8,11,6,3,10,5,3,3	135	10	6	60	0
IF5A1_YEAST	Eukaryotic translation initiation factor 5A-1	3er0/5mc6/6tnu	4,4,11,4,11,13,5,3,7,7,7	157	11	6,90909090909091	76	0
IFIT1_HUMAN	Interferon-induced protein with tetratricopeptide repeats 1	5udi/5udj/5udk/5udl	8,3,3,14,13,18,3,15,17,4,13,3,12,17,10,13,12,15,14,21,24,13,12,15,13,20,13,14	478	28	12,5714285714286	352	0
IL5_HUMAN	Interleukin-5	1hul/3qt2/3va2	14,5,4,3,3,12,20,6,17	134	9	9,33333333333333	84	0
IMA1_HUMAN	Importin subunit alpha-1	1efx/1qgk/3wpt/4e4v/4wv6/5h43/7n8j	3,19,12,15,3,6,8,15,9,8,15,9,8,3,3,14,14,14,8,8,14,9,4,5,14,9,10,17,9,6,3,21,10,7,3,3,14	529	37	9,51351351351351	352	1
INH_DICCH	Proteinase inhibitor	1smp	4,6,12,6,7,3,4,7,8,5,6	120	11	6,18181818181818	68	0
INSM1_HUMAN	Insulinoma-associated protein 1	2lv2/3zms	3,4,9,5,4,9	510	6	5,66666666666667	34	0
INV2_YEAST	Invertase 2	4eqv	3,14,14,12,7,9,3,8,7,6,8,8,3,12,6,12,9,9,6,3,3,5,7,3,4,15,10,9,11,7,6,6,5,5,4,19,6,3,8,10	532	40	7,625	305	0
IPDA_MYCTU	Cholesterol ring-cleaving hydrolase IpdA subunit	6con	5,4,9,9,8,9,8,5,12,6,4,3,6,11,6,11,7,3,3,5,11,11,3,14	292	24	7,20833333333333	173	0
IPDB_MYCTU	Cholesterol ring-cleaving hydrolase IpdB subunit	6con	11,4,12,8,4,10,5,4,4,3,7,9,4,3,3,13,3,5,6,9,5	250	21	6,28571428571429	132	0
ISCU2_ARCFU	Iron-sulfur cluster assembly scaffold protein IscU 2	4eb5	8,4,7,22,14,4,8,21,6,5	153	10	9,9	99	0
ISPE_AQUAE	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	2v2q/2v2v/2v2z/2v34/2v8p/2vf3	18,22,6,13,6,3,16,11,4,6,4,7,6,3,12,3,9,12,5,10,7	268	21	8,71428571428571	183	0
ITR1_ASCSU	Trypsin inhibitor	1ata/1atb/1atd/1ate	4,5,4,4,5	62	5	4,4	22	1
KAD_VIBCH	Adenylate kinase	4np6	7,11,3,11,11,11,3,6,8,7,8,3,3,3,27,8,11	214	17	8,29411764705882	141	0
KAMA_CLOSU	L-lysine 2,3-aminomutase	2a5h	5,4,6,5,8,4,6,4,3,11,5,12,7,12,5,4,3,7,3,6,3,12,6,13,7,3,9,3,6,4,5,5,5,6,3,3	416	36	5,91666666666667	213	1
KAMD_ACESD	Lysine 5,6-aminomutase alpha subunit	1xrs	23,3,10,11,10,10,33,6,13,5,3,18,5,11,4,6,17,3,4,3,17,3,3,15,3,18,4,17,4,30,3,3,6	519	33	9,81818181818182	324	0
KAME_ACESD	Lysine 5,6-aminomutase beta subunit	1xrs	9,12,9,8,11,8,7,3,5,3,10,6,15,3,6,5,4,16	262	18	7,77777777777778	140	1
KANJ_STRKN	Kanamycin B dioxygenase	6s0r/6s0s/6s0t/6s0u/6s0v/6s0w/7cl2/7cl4	3,3,14,7,19,3,4,3,3,4,11,10,9,3,3,8,5,3,9,4,3,6,4,6	285	24	6,125	147	0
KAX11_LEIHE	Potassium channel toxin alpha-KTx 1.1	1bah/1cmr/2a9h/2crd/4jta/4jtc/4jtd	3,7,3,4	59	4	4,25	17	0
KDSC_HAEIN	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC	1j8d/1k1e/4hgp	3,5,6,8,12,7,10,5,12,3,5,3,6,6,4,4,12,4,7,3	180	20	6,25	125	0
KES1_YEAST	Oxysterol-binding protein homolog 4	1zht/1zhw/1zhx/1zhy/1zhz/4jch	8,3,3,5,8,3,5,4,3,28,3,6,9,8,13,3,6,5,6,4,4,7,7,4,13,3,3,7,7,3,5,3,4,9,25,3,7,3,9,4,4,5,5	434	43	6,44186046511628	277	0
KET3E_ARTGO	Ketose 3-epimerase	5zfs	4,3,14,6,3,11,8,3,21,11,19,5,11,6,7,6,3,6,3,3,11,3,4,25	289	24	8,16666666666667	196	0
KEX11_TITSE	Potassium channel toxin epsilon-KTx 1.1	2msf	5,3,3,4	29	4	3,75	15	0
LAIT1_LIOAU	Insecticidal toxin LaIT1	2lds	4,3,3	36	3	3,33333333333333	10	0
LDRD_ECOLI	Small toxic polypeptide LdrD	5lbj	32	35	1	32	32	0
LDRP_THET8	Transcriptional regulator LdrP	3b02	3,3,7,6,7,4,15,3,25,12,4,5,6,13,5,4,8	195	17	7,64705882352941	130	1
LECA_MACPO	Agglutinin alpha chain	1jot/3lly/3llz/3lm1	4,10,3,10,4,6,11,13,6,7,21	133	11	8,63636363636364	95	1
LECB1_ARTIN	Agglutinin beta-1 chain	1jac/1ku8/1kuj	7	20	1	7	7	0
LKHA4_HUMAN	Leukotriene A-4 hydrolase	1gw6/1h19/1hs6/1sqm/2r59/2vj8/3b7s/3b7t/3cho/3chp/3chq/3chr/3chs/3fh5/3fh7/3fh8/3fhe/3fts/3ftu/3ftv/3ftw/3ftx/3fty/3ftz/3fu0/3fu3/3fu5/3fu6/3fud/3fue/3fuf/3fuh/3fui/3fuj/3fuk/3ful/3fum/3fun/3u9w/4dpr/4l2l/4mkt/4ms6/4r7l/4rsy/4rvb/5aen/5bpp/5fwq/5n3w/5ni2/5ni4/5ni6/5nia/5nid/5nie/6enb/6enc/6end/6o5h/7auz/7av0/7av1/7av2	13,12,10,7,3,3,11,9,4,3,6,4,3,10,14,3,12,3,5,6,5,3,7,12,3,4,5,4,3,3,8,5,3,20,22,3,3,4,17,15,3,11,3,5,6,12,6,4,12,11,3,13,11,13,14,3,11	611	57	7,56140350877193	431	0
LOX1_SOYBN	Seed linoleate 13S-lipoxygenase-1	1yge	10,3,3,4,12,3,3,8,3,8,3,8,3,9,3,4,3,3,12,3,7,3,3,3,7,10,5,3,7,4,3,6,3,3,10,3,3,4,3,6,5,12,8,9,3,3,24,7,14,6,4,11,5,3,9,4,7,4,6,20,3,5,12,3,3,15,7,5,3,8,8,14,26,3,4,3,3	839	77	6,4025974025974	493	2
LRP1_YEAST	Exosome complex protein LRP1	5c0w/6ft6	3,21,7,25,46	184	5	20,4	102	0
LSS_HUMAN	Lanosterol synthase	1w6j	3,6,6,6,7,13,3,12,12,13,12,3,9,3,5,3,15,7,3,3,3,15,22,15,8,3,4,4,3,14,3,3,14,4,3,17,12,3,6,17,18,5,14,11,5,13,14,3,3,16,3	732	51	8,27450980392157	422	0
LUR12_ARATH	Protein LURE 1.2	5y9w	14,5,4	90	3	7,66666666666667	23	0
LY86_MOUSE	Lymphocyte antigen 86	3m7o/3t6q	6,7,6,3,7,11,12,6,7,3,12,11	162	12	7,58333333333333	91	0
LYSD_ECOLI	Lysozyme RrrD	4zpu	9,3,11,6,6,4,19,3,14,5,7,7,3,14	165	14	7,92857142857143	111	0
M1_I34A1	Matrix protein 1	1aa7/1ea3/1hhi/2vll/2vlr/5euo/5isz/5jhd/5tez/6z5l	10,14,9,3,14,3,6,3,14,8,12,4,18,3,24,18,7,4,3	252	19	9,31578947368421	177	0
MAG2_SCHPO	Alkylbase DNA glycosidase-like protein mag2	4b21/4b22/4b23/4b24/4hsb	12,10,10,15,4,5,5,15,6,8,10,10,7,3,9,4	213	16	8,3125	133	0
MALG_ECOLI	Maltose/maltodextrin transport system permease protein MalG	2r6g/3fh6/3puv/3puw/3pux/3puy/3puz/3pv0/3rlf/4jbw/4ki0	27,3,3,6,3,6,32,12,3,13,3,3,8,11,8,7,21,6,3,4,4,21,3	296	23	9,1304347826087	210	1
MAOX_COLLI	NADP-dependent malic enzyme	1gq2	4,3,6,14,14,10,8,7,4,5,3,6,5,3,3,5,12,3,8,5,18,4,11,5,18,3,4,16,5,5,4,8,5,10,4,3,7,6,3,11,13,5,3,18,6,4	557	46	7,10869565217391	327	0
MAZF_STAAM	Endoribonuclease MazF	4of1	6,7,6,12,4,4,12,3,7,14	120	10	7,5	75	0
MCH_CHLAA	Beta-methylmalyl-CoA dehydratase	4e3e	3,3,11,4,6,16,12,13,13,12,3,3,4,3,3,10,3,4,3,16,9,13,15,4,12	352	25	7,92	198	1
MCRB_METBF	Methyl-coenzyme M reductase subunit beta	1e6y	5,7,4,12,5,10,3,12,5,5,5,4,17,3,9,3,3,3,3,7,18,15,9,14,7,7,23,3,16,4,11,5,3,6,10,12,4,6	434	38	7,84210526315789	298	0
MDDA_SALTY	L-methionine sulfoximine/L-methionine sulfone acetyltransferase	3dr6/3dr8	4,3,13,14,6,14,3,8,3,15,8,9,12,11	171	14	8,78571428571429	123	1
METE_THEMA	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	1t7l/1xpg	3,10,22,3,8,3,8,4,4,10,5,6,24,4,4,12,4,5,6,9,8,11,7,3,3,3,15,8,3,12,11,22,3,6,5,4,3,7,9,6,6,3,3,21,5,4,3,15,6,4,6,3,4,6,3,11,3,4,21	734	59	7,35593220338983	434	0
MGP_RUMA7	4-O-beta-D-mannosyl-D-glucose phosphorylase	5ay9/5ayc	14,3,3,3,3,3,12,10,13,3,9,10,3,18,3,6,6,8,3,3,5,5,3,12,11,4,4,10,9,8,10,18	386	32	7,34375	235	0
MGTA_THEMA	4-alpha-glucanotransferase	1lwh/1lwj	4,4,6,6,6,4,4,6,13,6,7,4,3,3,3,3,15,4,3,4,11,5,11,4,12,10,8,3,12,8,4,5,4,4,14,3,7,10,8,3,3,3,3	441	43	6,11627906976744	263	0
MIFH_TRISP	Macrophage migration inhibitory factor homolog	1hfo	8,3,13,3,5,4,10,19,3,7,3,3	114	12	6,75	81	0
MOAA_STAA8	GTP 3',8-cyclase	1tv7/1tv8/2fb2/2fb3	5,3,13,7,3,8,6,10,5,8,14,9,3,11,5,5,11,3,6,5,3,4,5,6,13,12	340	26	7,03846153846154	183	1
MQMTN_CAMJE	Aminodeoxyfutalosine nucleosidase	6aym/6ayo/6ayq/6ayr/6ays/6ayt	7,11,5,8,7,13,11,9,3,4,14,8,11,6,10,9,22	229	17	9,29411764705882	158	0
MSUE_PSEPK	FMN reductase (NADPH)	4c76	7,4,12,3,9,3,5,3,9,8,9,9,5,4,7,4,3,17	186	18	6,72222222222222	121	0
MTD_METKA	F420-dependent methylenetetrahydromethanopterin dehydrogenase	1qv9/1u6i/1u6j/1u6k/3iqe/3iqf/3iqz	7,5,3,9,18,6,11,3,6,6,6,5,17,17,3,4,6,26,31	283	19	9,94736842105263	189	0
MTPN_RAT	Myotrophin	1myo/2myo	9,8,4,6,7,3,6,7,7,5,4	118	11	6	66	0
MURI_AQUPY	Glutamate racemase	1b73/1b74	9,3,8,3,6,3,16,5,4,7,3,4,11,6,6,7,6,4,3,8,5,7,3,7,7,9,3	254	27	6,03703703703704	163	0
NADD_BACAC	Probable nicotinate-nucleotide adenylyltransferase	2qtr/3mla/3mlb	7,4,6,7,3,12,3,3,3,11,7,6,3,4,5,3,9,9,3	189	19	5,68421052631579	108	0
NADK_THEMA	NAD kinase	1yt5	6,3,11,11,7,8,9,3,9,12,12,7,11,4,8,4,13,22,9	258	19	8,89473684210526	169	0
NAGB_STRMU	Glucosamine-6-phosphate deaminase	2ri0/2ri1	8,17,4,8,8,8,4,14,5,5,8,3,4,5,8,3,9,7,8	233	19	7,15789473684211	136	0
NAGZ_BACSU	Beta-hexosaminidase	3bmx/3lk6/3nvd/4gyj/4gyk	14,7,3,10,4,3,14,3,4,3,7,18,3,3,17,7,3,3,3,6,9,4,3,3,3,4,7,4,4,11,5,4,15,17,11,14,5,3,8,16,6,9,7,3,15,5,6,5,3,9,3,4	642	52	6,92307692307692	360	0
NB5R3_PIG	NADH-cytochrome b5 reductase 3	1ndh/3w2e/3w2f/3w2g/3w2h/3w2i/3w5h/5gv7/5gv8	12,7,8,7,3,8,3,8,8,6,4,4,4,8,3,12,10,3,11,9,6,7,3,6,6,7,3,3	272	28	6,39285714285714	179	1
NDHL_THEEB	NAD(P)H-quinone oxidoreductase subunit L	6l7o/6nbx/6nby	16,12,4,13,7,3	76	6	9,16666666666667	55	0
NDUA2_MOUSE	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2	6g2j/6zr2/6ztq/7b93	9,3,15,4,8,5,3,11	99	8	7,25	58	0
NDUA3_MOUSE	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3	6g2j/6zr2/6ztq/7b93	9,19,3,8,3,6,3	84	7	7,28571428571429	51	0
NDUS6_MOUSE	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial	6g2j/6zr2/6ztq/7b93	3,6,6,10,3,4,3,3,3	116	9	4,55555555555556	41	0
NDUS7_HUMAN	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	5xtb/5xtd/5xth/5xti	17,7,4,3,10,6,3,5,3,16,6	213	11	7,27272727272727	80	0
NEED5_BPT4	Baseplate puncturing device gp5.4	4ku0/5iv5	4,3,5,3,5	97	5	4	20	0
NEEDL_BPP22	Tail needle protein gp26	2poh/3c9i/4lin/4zkp/4zku/4zxq	4,4,111,3,5,3,4,3,28,3	233	10	16,8	168	0
